,Clean_tweet,label
27722,"irony: butthucreepers : sexism aicle because they think it's pro-rapist. it's not, you misogynists htta|",1
9221,expes explain the best way to deal with friends &amp; family.,1
15745,millennials shocked by quotes think theyre from,1
18188,is defunding aboion and sending you to the,1
16551,"8 presidents, same policy on israeli settlements but only obama is slammed as a treacherous anti-semite. a|",1
13890,3 officers fired over target practice 'jokes',1
24543,techjunkiejh:athe daily showa unpacks against and on a|,1
11721,"awe the peoplea originally meant awe the white, landholding males.a a|",1
7420,why? it's gonna suck - no one wants anything to do with this shitfest,1
13276,what if michelle obama had done this?,1
10266,"i noticed too. definitions of , and are trying to be changed so people don't hv to.",1
22954,most victims in islamic extremist attacks continue to be muslim.,1
11308,you might be a libtard if...,1
14964,uae hosts the most innovative architecture in the world. a| a|,1
10745,why is ignored,1
12560,"over 12mill arrests/60mill police-civilian encounters per yr in us.shootings,accidents,""abuse"" extremely rare-thousa|",1
4645,"why do all ""#liberals"" look the same? i mean i know that i'm being for saying this but cmon! ps. where do ia|",1
28403,and i never mentioned race nor could i care yet the bitch called me david duke so imo she's a,1
3348,is so typical. could you be anymore ? just look at the hate her feed. you say buta|,1
15539,will you allow the to defile the church with,1
28440,is is a,1
29950,anti racist white murdered by blacks in south africa,1
16467,"nope, still struggling to see either or in that observation.",1
7383,2016 - the year in,1
24297,whatas the matter with noh carolina? from progressive to reactionary,1
22285,thought factory: left-right polarisation! ~7,1
24950,watching white water,1
13817,is what the lds church stands for? who knew?,1
18199,board seeks to oust member for jabs at,1
3491,prison officers goaded inmates until they needed to be restrained as pa of a game,1
16825,another in a position of authority has got to go,1
30754,like msian opposition and their claim that bangladeshis voted for bn. no evidence yet people believe it anywaya|,1
28142,"liz treacy, condone ex-councillor mark hackett's for me",1
29899,meanwhile german can also not be distinguished from neo nazi scene anymore in terms of terminology,1
6648,"i'm not a lady, bc i have a voice, opinion and i'm not scared to speak my mind! wait.. isn't that &amp; againsta|",1
1934,names for women fucking hard teen,1
6021,in dd! mother after arrest; via,1
15191,tyler perry says backlash over his tlc show is 'reverse racism' - new york daily news,1
20915,'wish list' of cretin co-chairman of on mr&amp;mrsa|,1
17587,great speech war veteran,1
4374,your definition of subtle doesn't count. use the english dictionary definition. otherwise you risk slander.,1
3288,why is ignored,1
2522,are you &amp; a| like the are stomping on you? listen,1
7085,happy new year white people elected a president who treats women like crap and a biher disrespectful kkk suppoed white devil.,1
6224,this sums up why i voted for not or syndrome but sovereignty and democracy,1
27983,destroyed in one minute,1
11722,"sadly, those you call your enemies are the majority of americans.",1
11852,"no, we're not",1
26447,(advanced value chain videos at ),1
12967,coming from and the,1
30134,"""the blacks""? ""the blacks""? ""blacks""? *facepalm* *smh*",1
22572,pick for attorney general is shadowed by race and history is,1
24771,abe govt oppress than or,1
10621,"leave a 'gweh' below a! if in 2017, you will no longer debate about",1
15632,allies r unstoppable! via,1
18987,you might be a libtard if...,1
22451,well there's a surprise.... wonder how much that bit of research cost..,1
25335,worked with the worst congress in history,1
15972,there is no safe place for blacks in this country because of people like you,1
10306,add to your list karma sa|,1
26531,4 all 2 cou. no media coverage. or wp were victims and feared for their lives. maybe probation. who???,1
17635,black dad puts baby mama on blast after he takes their biracial daughter to get braids,1
20259,stop this,1
15404,thought factory: bbc neutrality on right wing fascism +4,1
20640,tyler perry says backlash over his tlc show is 'reverse racism',1
19203,spos illustrated girls naked sex videos,1
25086,maybe he heard the (since 1996) &amp; decided he did not want to go to are not,1
29262,explain your actions. netanyahu you can not claim discrimination when u do it yourself to others.,1
20732,go fuck yo own assholes dumb mafuckas!!! ddd,1
7735,the latest the liveleap bonus daily! thanks to,1
22228,typical riding the machine sic.,1
29198,are you &amp; feel like the are stomping a| you? listen,1
10639,black women free kerala girls sex photos,1
6193,damn she's bold,1
27111,this definitive history of racist ideas should be required reading,1
3577,*this* is everything the next 4 years will be. a|,1
31483,thinks we won't notice as he redacts decades of ove in his application for ag confirmation.,1
10785,plz sign,1
24164,arabs' : islamofascist,1
20323,fuck you you you may have fooled some but not the majority,1
889,msg of for a business to end .,1
11792,small brains...just close eyes...vote for,1
3057,and destructive socialists,1
19705,stop lying about 11 years with an anti-semitic hate group,1
10762,most likely the us is deploying bc we're and interfering with the within stop killing eaca|,1
19516,men don't think is an issue the way white people don't think is an issue. try listening insteada|,1
8857,are you &amp; feel like a| are stomping on you? listen,1
26005,all of them preying on poor,1
30009,"oh yes! and this rude, nasty behavior brought out into main stream!",1
12843,"if they say their comments are just a joke or smth, it will be just their opinion? i don't think so. it's a .",1
17844,neoliberalism prioritized money and oil over pretty much everything else. a| a|a|,1
20667,vedic astrology predictions 2017 us president donald trump,1
9272,"sickening, but very impoant, reading",1
31365,you okay with this of course you are!!!!,1
18600,"from racism to resource development, here are the political stories inuit watched in 2016",1
29092,intolerant post-brexit britain: history shows we can be better than this | hugh muir,1
19000,hitler fought the battle for noh africa over access to oil. a|,1
15879,oops! didn't mean to publicly post comments... via,1
24232,watch this.,1
17317,more insults. get off my tl you jew hating piece of shit,1
11641,"woh reading. ""here's how joseph boyden reinforced systemic oppression of first nations"" via|",1
28448,next to a police vehicle this can hang a poster and sing kill all whites and nothing happens to him.a|,1
6634,1.48 projection s,1
13440,why did the resolve that is a form of,1
3017,A - self defense for women course,1
18538,in from a cop,1
14496,in from a cop,1
21550,"jews, christians and muslims all believe that good will prevail. cnn a|",1
2293,yes disgusting and hateful,1
8747,d! publishing industry tell-all! d! just $3.99!,1
24602,michelle obama aape in heelsa case is just the beginning,1
23322,"last retro for you this year, and whilst i do love a good bit of i do not wanta|",1
802,25 jan. interested in how and has affected the criminal justice system?,1
21874,where's the ? you need to reappraise your victimhood.,1
14893,"""vandals turned a jewish family's menorah into a swastika""",1
30301,chomsky: israeli much worse than south africa,1
14231,fucking nude nerd girls naked,1
13,calls middle school 'build the wall' chant '',1
27177,"alapoet: if pisses you off like it pisses me off, here's something you oughta know... this guy's a racist a|",1
8241,uk 2016: where it fell to pop star to do the job of the,1
26874,rise up today is out! stories of police brutality from,1
2653,if i'd posted your flag logo in 2008 i'd have been called . forced to bake a cake. same for dancers. elitist asses.,1
20057,did you ever think we call him names because it's true?,1
9183,intolerant post-brexit britain: history shows we can be better than this |,1
4107,"you may have good intentions in saying ""i don't see color,"" but you're missing the point.",1
11469,"what over-rode journalists' integrity was greed and ambition, along with a total absence of courage.",1
114,why not mocked obama for being black.,1
30496,"judge lets wlk aftr the of a special needs blk teen. ddnt wnt tht on his record, would nevr work n reverse",1
